City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Inuvik,CA,2020-09-30 00:00:20,68.35,-133.72,41.0,80,90,4.7
307,Vao,NC,2020-09-30 00:02:18,-22.67,167.48,67.33,74,0,22.3
308,Nikolskoye,RU,2020-09-30 00:02:18,59.7,30.79,52.0,93,75,4.47
309,Bay-Khaak,RU,2020-09-30 00:02:19,51.17,94.5,36.99,77,89,2.48
310,La Chaux-De-Fonds,CH,2020-09-30 00:02:19,47.1,6.83,48.0,93,87,2.24
311,Morgan City,US,2020-09-30 00:02:19,29.7,-91.21,73.4,40,1,9.17
312,Grand-Santi,GF,2020-09-30 00:02:19,4.25,-54.38,80.65,59,65,3.98
313,Paracuru,BR,2020-09-30 00:02:19,-3.41,-39.03,80.01,76,28,25.01
314,Mount Gambier,AU,2020-09-30 00:02:19,-37.83,140.77,57.2,93,90,11.41
315,Dafeng,CN,2020-09-30 00:02:20,23.45,108.59,76.5,82,62,4.68
316,Aleksandrovka,UA,2020-09-30 00:02:20,46.84,32.76,62.85,84,100,5.95
317,Banda Aceh,ID,2020-09-30 00:02:20,5.56,95.32,79.38,78,74,3.38
318,Port Moresby,PG,2020-09-30 00:00:41,-9.44,147.18,82.49,71,80,12.37
319,Kendari,ID,2020-09-30 00:02:21,-3.94,122.5,76.12,90,100,2.3
320,Caravelas,BR,2020-09-30 00:02:21,-17.71,-39.25,74.5,84,0,7.49
321,Urucara,BR,2020-09-30 00:02:21,-2.54,-57.76,84.36,47,23,3.38
322,Warri,NG,2020-09-30 00:02:21,5.52,5.75,74.8,94,100,3.27
323,Elko,US,2020-09-30 00:02:21,41.0,-115.5,82.4,12,1,4.7
324,Qena,EG,2020-09-30 00:02:22,26.16,32.72,86.0,20,0,4.7
325,Menongue,AO,2020-09-30 00:02:22,-14.66,17.69,69.04,39,86,3.96
326,Fukue,JP,2020-09-30 00:02:22,32.69,128.84,69.8,83,75,5.82
327,Cochrane,CA,2020-09-30 00:02:22,51.18,-114.47,57.2,58,40,10.29
328,Ketchikan,US,2020-09-30 00:02:23,55.34,-131.65,57.2,76,90,4.7
329,Dabou,CI,2020-09-30 00:02:23,5.33,-4.38,77.0,100,90,9.17
330,Bilgi,IN,2020-09-30 00:02:23,16.35,75.62,70.74,92,87,9.19
331,Yurino,RU,2020-09-30 00:02:23,56.29,46.3,44.6,75,100,4.47
332,Juneau,US,2020-09-30 00:01:25,58.3,-134.42,50.0,81,90,4.74
333,Beloha,MG,2020-09-30 00:02:24,-25.17,45.05,66.4,93,20,7.09
334,Bubaque,GW,2020-09-30 00:02:24,11.28,-15.83,81.84,79,69,8.1
335,Coihaique,CL,2020-09-29 23:58:39,-45.58,-72.07,39.2,60,20,2.24
336,Basco,PH,2020-09-30 00:02:25,20.45,121.97,81.28,82,92,13.78
337,Itarema,BR,2020-09-30 00:02:25,-2.92,-39.92,78.21,79,7,16.08
338,Viedma,AR,2020-09-30 00:02:25,-40.81,-63.0,54.01,41,44,5.48
339,Adra,ES,2020-09-29 23:58:33,36.75,-3.02,70.0,73,44,4.7
340,Iturama,BR,2020-09-29 23:58:24,-19.73,-50.2,87.6,18,21,2.91
341,Pochutla,MX,2020-09-30 00:02:26,15.74,-96.47,84.2,62,75,3.47
342,Grimshaw,CA,2020-09-30 00:02:26,56.18,-117.6,59.0,22,20,19.46
343,Birao,CF,2020-09-30 00:02:26,10.28,22.79,72.5,94,100,4.34
344,Hokitika,NZ,2020-09-30 00:02:27,-42.72,170.97,50.47,53,9,5.01
345,Krasnoarmeysk,RU,2020-09-30 00:02:27,51.02,45.7,53.01,42,86,1.01
346,Tayu,ID,2020-09-30 00:02:27,-6.54,111.05,80.53,70,48,5.7
347,Ambilobe,MG,2020-09-30 00:02:28,-13.2,49.05,69.91,91,5,2.33
348,Mumford,GH,2020-09-30 00:02:28,5.26,-0.76,75.99,92,85,9.62
349,Sinnamary,GF,2020-09-30 00:02:28,5.38,-52.95,79.21,85,60,6.8
350,Slupsk,PL,2020-09-30 00:02:28,54.46,17.03,52.45,92,31,3.71
351,Vyartsilya,RU,2020-09-30 00:02:29,62.18,30.69,48.81,94,95,2.68
352,Cap Malheureux,MU,2020-09-30 00:02:29,-19.98,57.61,70.0,84,92,5.01
353,Shujalpur,IN,2020-09-30 00:02:29,23.4,76.72,70.72,83,36,5.12
354,Nouakchott,MR,2020-09-30 00:02:30,18.09,-15.98,82.4,78,0,8.05
355,Norman Wells,CA,2020-09-30 00:02:30,65.28,-126.83,44.6,65,40,9.17
356,Cockburn Town,TC,2020-09-29 23:58:05,21.46,-71.14,84.07,80,7,22.24
357,Codrington,AU,2020-09-30 00:02:30,-38.27,141.97,57.29,88,100,15.35
358,Mandan,US,2020-09-30 00:02:30,46.83,-100.89,71.6,45,90,13.87
359,Strezhevoy,RU,2020-09-30 00:02:31,60.73,77.59,37.4,86,90,8.95
360,Alamogordo,US,2020-09-29 23:57:32,32.9,-105.96,77.0,16,1,3.36
361,Barra Patuca,HN,2020-09-30 00:02:31,15.8,-84.28,83.16,76,8,8.75
362,Fort Collins,US,2020-09-29 23:57:51,40.59,-105.08,80.01,23,0,1.99
363,Altay,CN,2020-09-30 00:02:32,47.87,88.12,33.67,86,62,0.38
364,Slave Lake,CA,2020-09-30 00:02:32,55.28,-114.77,57.2,50,1,11.41
365,Samsun,TR,2020-09-30 00:02:32,41.25,36.33,69.8,77,40,5.82
366,Toora-Khem,RU,2020-09-30 00:02:32,52.47,96.11,33.06,94,99,3.13
367,Hamilton,US,2020-09-30 00:00:17,39.18,-84.53,55.0,81,90,6.93
368,Nome,US,2020-09-30 00:02:33,64.5,-165.41,43.0,60,75,8.05
369,Apold,RO,2020-09-30 00:02:33,46.12,24.82,52.0,93,100,3.36
370,Vestmannaeyjar,IS,2020-09-30 00:02:33,63.44,-20.27,43.56,75,67,8.23
371,Nyimba,ZM,2020-09-30 00:02:33,-14.56,30.81,74.53,43,25,4.32
372,Tete,MZ,2020-09-30 00:00:34,-16.16,33.59,82.4,65,16,12.75
373,Portland,US,2020-09-29 23:58:41,45.52,-122.68,87.01,30,20,3.36
374,Gamba,GA,2020-09-30 00:02:34,-2.65,10.0,74.61,77,39,5.66
375,Stromness,GB,2020-09-30 00:02:34,58.97,-3.3,50.0,87,44,18.34
376,Novyy Urengoy,RU,2020-09-30 00:02:34,66.08,76.63,34.95,87,78,9.42
377,Palmares Do Sul,BR,2020-09-30 00:02:34,-30.26,-50.51,63.37,79,58,18.92
378,Chicama,PE,2020-09-30 00:02:35,-7.84,-79.15,63.46,77,38,6.04
379,Biak,ID,2020-09-30 00:02:35,-0.91,122.88,80.92,71,93,2.13
380,Great Yarmouth,GB,2020-09-30 00:02:35,52.61,1.73,53.01,93,63,2.24
381,Grand-Lahou,CI,2020-09-30 00:02:35,5.14,-5.02,75.92,93,90,8.63
382,Palamas,GR,2020-09-30 00:02:36,39.47,22.08,64.4,52,0,9.17
383,Husavik,IS,2020-09-30 00:02:36,66.04,-17.34,33.8,82,75,2.24
384,Severo-Yeniseyskiy,RU,2020-09-30 00:02:36,60.37,93.04,25.72,96,76,4.94
385,Bull Savanna,JM,2020-09-30 00:02:36,17.89,-77.59,78.84,85,31,9.33
386,Clyde River,CA,2020-09-30 00:02:36,70.47,-68.59,28.4,79,90,12.75
387,Santa Rosa,PH,2020-09-30 00:01:09,14.31,121.11,84.0,83,40,4.7
388,Veraval,IN,2020-09-30 00:02:37,20.9,70.37,77.99,81,23,10.89
389,Flin Flon,CA,2020-09-30 00:02:37,54.77,-101.86,59.0,41,40,11.41
390,Benguela,AO,2020-09-29 23:59:42,-12.58,13.41,71.33,80,95,5.12
391,Santa Cruz,BO,2020-09-30 00:00:09,-17.8,-63.17,78.8,61,11,10.29
392,Hadishahr,AZ,2020-09-30 00:02:38,38.84,45.66,59.0,47,20,9.17
393,Moose Factory,CA,2020-09-30 00:02:38,51.26,-80.61,51.8,93,90,4.7
394,Mareeba,AU,2020-09-30 00:02:38,-17.0,145.43,75.99,60,26,5.99
395,Marystown,CA,2020-09-30 00:02:39,47.17,-55.15,64.99,100,61,1.01
396,Puerto Madryn,AR,2020-09-30 00:02:39,-42.77,-65.04,52.52,69,93,7.76
397,San Cristobal,VE,2020-09-30 00:02:39,7.77,-72.22,86.0,45,40,17.22
398,Bilma,NE,2020-09-30 00:02:40,18.69,12.92,91.04,12,8,5.1
399,Broadstairs,GB,2020-09-30 00:02:40,51.36,1.44,55.0,99,38,1.01
400,Broome,US,2020-09-30 00:02:40,42.25,-75.83,55.99,100,90,6.93
401,Aragarcas,BR,2020-09-30 00:02:40,-15.9,-52.25,85.48,19,35,0.65
402,Cumbitara,CO,2020-09-30 00:02:40,1.65,-77.58,61.05,100,99,3.44
403,Alanya,TR,2020-09-30 00:02:41,36.54,32.0,68.0,77,0,4.7
404,Shingu,JP,2020-09-30 00:02:41,33.73,135.98,71.6,73,40,4.7
405,Lumeje,AO,2020-09-30 00:02:41,-11.55,20.78,69.31,80,96,7.81
406,Corner Brook,CA,2020-09-30 00:02:41,48.97,-57.95,69.8,77,40,9.17
407,Bereda,ES,2020-09-30 00:02:42,43.27,-7.54,54.0,100,0,1.99
408,Verkhnyaya Inta,RU,2020-09-30 00:02:42,65.98,60.31,45.19,92,84,15.64
409,Hermosillo,MX,2020-09-29 23:57:51,29.07,-110.97,113.0,7,5,6.49
410,Yerkoy,TR,2020-09-30 00:02:42,39.64,34.47,65.44,55,31,2.62
411,Waverley,ZA,2020-09-30 00:02:42,-25.7,28.26,59.0,34,0,8.05
412,Pacific Grove,US,2020-09-29 23:59:50,36.62,-121.92,73.0,92,11,1.01
413,Jizan,SA,2020-09-30 00:02:43,17.33,42.67,87.8,58,24,3.0
414,Vysokogornyy,RU,2020-09-30 00:02:43,50.12,139.15,44.56,78,79,5.84
415,Saint Anthony,US,2020-09-30 00:02:43,45.02,-93.22,63.0,51,75,4.7
416,Khorixas,NA,2020-09-30 00:02:44,-20.37,14.97,51.91,43,3,1.48
417,Springfield,US,2020-09-30 00:02:44,37.22,-93.3,66.0,42,7,4.0
418,Gornopravdinsk,RU,2020-09-30 00:02:44,60.05,69.9,42.53,86,100,8.05
419,Wuzhou,CN,2020-09-30 00:02:44,23.48,111.32,77.09,89,33,2.62
420,Tiksi,RU,2020-09-30 00:02:45,71.69,128.87,33.57,96,100,9.01
421,Havre,FR,2020-09-30 00:02:45,49.58,0.33,59.0,93,90,3.36
422,Labuhan,ID,2020-09-30 00:02:45,-6.88,112.21,79.95,73,57,7.7
423,Beringovskiy,RU,2020-09-30 00:02:45,63.05,179.32,43.84,66,32,1.48
424,Luderitz,NA,2020-09-30 00:00:19,-26.65,15.16,57.94,54,0,21.25
425,Clive,US,2020-09-30 00:02:46,41.6,-93.72,62.01,59,1,5.82
426,Necochea,AR,2020-09-30 00:02:46,-38.55,-58.74,63.0,65,0,4.0
427,Acarau,BR,2020-09-29 23:58:21,-2.89,-40.12,78.31,78,9,17.13
428,Carutapera,BR,2020-09-30 00:02:46,-1.2,-46.02,78.67,82,16,6.93
429,Okhotsk,RU,2020-09-30 00:02:46,59.38,143.3,47.46,72,100,5.06
430,Kabansk,RU,2020-09-30 00:02:46,52.05,106.65,32.0,85,20,4.47
431,Derzhavinsk,KZ,2020-09-30 00:02:47,51.1,66.32,52.41,84,77,6.06
432,Takoradi,GH,2020-09-30 00:02:47,4.88,-1.76,75.87,92,87,9.6
433,Poum,NC,2020-09-30 00:02:47,-20.23,164.02,71.29,65,2,11.18
434,Paciran,ID,2020-09-30 00:02:48,-6.88,112.38,80.22,74,27,6.08
435,Nuuk,GL,2020-09-30 00:02:02,64.18,-51.72,32.0,68,20,9.17
436,Dalsingh Sarai,IN,2020-09-30 00:00:25,25.67,85.83,78.39,75,89,1.23
437,Tabas,IR,2020-09-30 00:02:48,33.6,56.92,60.8,26,0,4.7
438,Manbij,SY,2020-09-30 00:02:48,36.53,37.95,78.8,39,0,5.82
439,Salinas,US,2020-09-30 00:02:48,36.68,-121.66,72.0,72,1,14.99
440,Daugai,LT,2020-09-30 00:02:49,54.37,24.33,50.0,87,76,4.7
441,Salisbury,GB,2020-09-30 00:02:49,51.07,-1.8,53.01,93,97,4.7
442,Chanika,TZ,2020-09-30 00:02:49,-5.42,38.02,67.69,84,98,4.59
443,Okulovka,RU,2020-09-30 00:02:49,58.4,33.29,46.89,96,40,3.83
444,Ginda,IN,2020-09-30 00:02:49,30.69,78.49,57.4,37,0,5.97
445,Tuatapere,NZ,2020-09-30 00:02:50,-46.13,167.68,46.99,93,94,8.99
446,Hatta,IN,2020-09-30 00:02:50,24.12,79.6,72.91,59,2,3.76
447,Gat,IL,2020-09-30 00:02:51,31.61,34.76,75.99,88,0,2.84
448,Kyren,RU,2020-09-30 00:02:51,51.68,102.14,38.08,78,99,0.96
449,Colwyn Bay,GB,2020-09-30 00:02:51,53.29,-3.73,52.0,94,83,7.94
450,Kirakira,SB,2020-09-30 00:02:51,-10.45,161.92,84.42,71,6,10.83
451,Kidal,ML,2020-09-30 00:02:52,18.44,1.41,92.8,12,50,8.19
452,Katsuura,JP,2020-09-30 00:02:52,35.13,140.3,70.0,55,53,1.01
453,Mezhdurechensk,RU,2020-09-30 00:02:52,53.69,88.06,37.11,92,100,3.47
454,Ortakoy,TR,2020-09-30 00:02:52,38.74,34.04,62.6,67,19,9.17
455,Cache Creek,CA,2020-09-30 00:02:53,50.81,-121.32,77.0,33,1,5.82
456,Chernyshevskiy,RU,2020-09-30 00:02:53,63.01,112.47,26.15,94,0,5.1
457,Leh,IN,2020-09-30 00:02:53,34.17,77.58,38.66,57,0,3.11
458,Kenai,US,2020-09-30 00:02:53,60.55,-151.26,53.6,54,1,12.75
459,Chingirlau,KZ,2020-09-30 00:02:54,51.09,54.08,51.98,60,0,7.49
460,Matehuala,MX,2020-09-30 00:02:54,23.65,-100.65,64.9,59,87,11.65
461,Sainte-Suzanne,RE,2020-09-30 00:02:54,-20.91,55.61,68.0,64,75,5.82
462,Ardesen,TR,2020-09-30 00:02:54,41.19,40.99,73.4,56,70,12.75
463,Sao Francisco,BR,2020-09-30 00:02:55,-15.95,-44.86,86.5,21,0,8.34
464,Minot,US,2020-09-29 23:58:18,48.23,-101.3,60.8,44,90,27.51
465,Kahului,US,2020-09-30 00:02:55,20.89,-156.47,89.6,52,20,16.11
466,Alihe,CN,2020-09-30 00:02:55,50.57,123.72,45.64,62,0,1.45
467,Kyra,RU,2020-09-30 00:02:56,49.58,111.98,38.7,72,97,2.46
468,Nishihara,JP,2020-09-30 00:02:56,26.18,127.76,80.6,94,90,11.41
469,Cotonou,BJ,2020-09-30 00:01:05,6.37,2.42,78.8,88,40,12.75
470,Cherskiy,RU,2020-09-30 00:02:56,68.75,161.3,44.26,60,100,14.74
471,Balkanabat,TM,2020-09-30 00:02:57,39.51,54.37,54.59,37,0,3.83
472,Stornoway,GB,2020-09-30 00:02:57,58.21,-6.39,53.6,71,89,23.04
473,Ishigaki,JP,2020-09-30 00:02:57,24.34,124.16,78.8,65,75,9.17
474,Gizo,SB,2020-09-30 00:02:58,-8.1,156.84,83.3,73,24,9.71
475,Kalmunai,LK,2020-09-30 00:01:55,7.42,81.82,78.46,81,100,7.14
476,Kalya,IN,2020-09-30 00:02:58,12.98,77.18,66.2,100,75,2.24
477,Rach Gia,VN,2020-09-30 00:02:58,10.02,105.08,81.79,80,99,9.01
478,Tautira,PF,2020-09-30 00:02:59,-17.73,-149.15,87.8,62,40,11.41
479,Soddy-Daisy,US,2020-09-30 00:02:59,35.24,-85.19,59.0,83,52,1.01
480,Adamantina,BR,2020-09-29 23:58:04,-21.69,-51.07,84.76,33,78,10.09
481,Axim,GH,2020-09-30 00:02:59,4.87,-2.24,75.9,92,87,9.46
482,Ginir,ET,2020-09-30 00:03:00,7.13,40.7,60.19,90,85,6.58
483,Saldanha,ZA,2020-09-30 00:03:00,-33.01,17.94,50.0,76,0,4.7
484,Karratha,AU,2020-09-30 00:03:01,-20.74,116.85,82.02,17,30,15.97
485,La Primavera,CO,2020-09-30 00:03:01,5.49,-70.41,78.44,81,47,4.5
486,Palana,RU,2020-09-30 00:03:01,59.12,159.97,42.12,89,100,5.44
487,Hirara,JP,2020-09-30 00:03:02,24.8,125.28,78.8,61,75,8.05
488,Chara,RU,2020-09-30 00:03:02,56.91,118.26,41.52,69,100,0.56
489,Kathmandu,NP,2020-09-29 23:58:19,27.72,85.32,68.0,94,75,1.99
490,Kailua,US,2020-09-29 23:58:02,21.4,-157.74,89.6,58,20,10.29
491,Zapolyarnyy,RU,2020-09-30 00:03:02,69.42,30.81,50.0,87,2,18.34
492,Mackenzie,CA,2020-09-30 00:00:11,55.3,-123.17,53.6,50,90,4.7
493,Bairnsdale,AU,2020-09-30 00:01:58,-37.83,147.62,59.0,76,100,4.54
494,Uruzgan,AF,2020-09-30 00:03:03,32.83,66.0,40.57,72,0,0.87
495,Maunabo,PR,2020-09-30 00:03:03,18.01,-65.9,84.0,85,92,7.0
496,Yuzhou,CN,2020-09-30 00:03:04,34.16,113.46,60.8,82,75,8.95
497,Shadegan,IR,2020-09-30 00:03:04,30.65,48.66,84.2,70,0,4.7
498,Langxiang,CN,2020-09-30 00:03:04,46.95,128.88,48.7,76,0,1.68
499,Masiga,PH,2020-09-30 00:03:04,13.36,121.83,84.0,80,100,1.01
500,Boa Vista,BR,2020-09-30 00:03:05,2.82,-60.67,89.6,46,20,5.82
501,Zaozerne,UA,2020-09-30 00:03:05,45.16,33.28,65.41,82,97,7.9
502,Rorvik,NO,2020-09-30 00:03:05,64.86,11.24,55.49,80,100,8.52
503,Tabuk,PH,2020-09-30 00:03:06,17.42,121.44,79.92,74,86,0.92
504,Labuan,MY,2020-09-30 00:00:10,5.28,115.24,80.6,88,20,1.12
505,Aasiaat,GL,2020-09-30 00:03:06,68.71,-52.87,22.98,98,68,7.58
506,Ambovombe,MG,2020-09-30 00:03:06,-25.17,46.08,68.83,73,0,4.47
507,Athens,GR,2020-09-30 00:01:44,37.98,23.72,71.6,53,20,7.7
508,Kargil,IN,2020-09-30 00:03:07,34.57,76.1,37.87,69,0,3.29
509,Tura,IN,2020-09-30 00:03:07,25.52,90.22,73.87,89,45,2.98
510,Mahibadhoo,MV,2020-09-30 00:03:07,3.78,72.97,82.29,75,100,8.14
511,Quelimane,MZ,2020-09-30 00:03:08,-17.88,36.89,77.0,88,20,10.29
512,Berlevag,NO,2020-09-30 00:03:08,70.86,29.09,50.4,79,0,11.27
513,Abu Zabad,SD,2020-09-30 00:03:08,12.35,29.25,79.56,71,92,7.38
514,Bhuj,IN,2020-09-30 00:03:08,23.27,69.67,77.27,81,0,10.8
515,Wanning,CN,2020-09-30 00:03:09,18.8,110.4,80.15,86,90,0.83
516,Babstovo,RU,2020-09-30 00:03:09,48.12,132.48,49.8,69,0,6.06
517,Steinbach,DE,2020-09-30 00:03:09,50.17,8.57,57.0,93,75,2.24
518,Snezhnogorsk,RU,2020-09-30 00:03:09,69.19,33.25,37.4,100,40,2.24
519,Saint-Louis,SN,2020-09-30 00:02:08,16.33,-15.0,91.04,34,45,11.39
520,Fort Nelson,CA,2020-09-30 00:03:10,58.81,-122.7,59.0,30,5,9.17
521,Ruidoso,US,2020-09-30 00:03:10,33.33,-105.67,69.01,19,1,5.82
522,Opuwo,NA,2020-09-30 00:03:10,-18.06,13.84,58.3,35,89,3.4
523,Ocos,GT,2020-09-30 00:03:11,14.51,-92.19,86.0,79,40,6.93
524,Kieta,PG,2020-09-30 00:03:11,-6.22,155.63,85.75,63,90,4.83
525,Wroclaw,PL,2020-09-30 00:03:11,51.1,17.03,57.0,93,75,8.05
526,Richards Bay,ZA,2020-09-30 00:03:11,-28.78,32.04,61.83,84,100,5.39
527,Nizhniy Ingash,RU,2020-09-30 00:03:12,56.2,96.53,27.03,97,68,3.74
528,Marfino,RU,2020-09-30 00:03:12,55.7,37.38,52.0,57,80,6.71
529,Okitipupa,NG,2020-09-30 00:03:12,6.5,4.78,74.25,96,100,2.44
530,Maceio,BR,2020-09-30 00:03:12,-9.67,-35.74,71.6,94,20,3.36
531,Komsomolskiy,UZ,2020-09-30 00:03:13,40.43,71.72,55.4,54,82,2.24
532,Jacareacanga,BR,2020-09-30 00:03:13,-6.22,-57.75,79.95,61,75,0.72
533,Hami,CN,2020-09-30 00:03:13,42.8,93.45,47.44,48,0,16.17
534,Mentougou,CN,2020-09-30 00:03:14,39.94,116.09,57.0,87,1,1.01
535,Urgut,UZ,2020-09-30 00:03:14,39.4,67.24,51.8,87,75,6.93
536,Dalmau,IN,2020-09-30 00:03:14,26.07,81.03,73.99,49,0,2.93
537,Verkhnevilyuysk,RU,2020-09-30 00:03:15,63.45,120.32,29.88,92,16,6.13
538,Hofn,IS,2020-09-30 00:03:15,64.25,-15.21,48.0,95,100,17.92
539,Chojnow,PL,2020-09-29 23:58:48,51.27,15.94,55.99,93,100,1.01
540,Boyolangu,ID,2020-09-30 00:03:15,-8.12,111.89,78.42,79,45,6.89
541,Palmer,US,2020-09-30 00:03:15,42.16,-72.33,71.01,100,90,5.82
542,Skibbereen,IE,2020-09-30 00:03:15,51.55,-9.27,55.4,93,75,23.04
543,Port Macquarie,AU,2020-09-30 00:03:16,-31.43,152.92,68.0,57,100,1.01
544,Damaturu,NG,2020-09-30 00:03:16,11.75,11.96,74.08,84,97,8.66
545,Lagunas,PE,2020-09-30 00:03:16,-5.23,-75.68,73.96,93,95,3.04
546,Greenwood,US,2020-09-30 00:03:17,34.17,-82.12,60.01,93,75,8.05
